Nr	Sent	score	fi	punc	adv	itj	other	blocked
412	Friedrich hatte die ganze Zeit hindurch seine Stellung nicht verlassen, halb liegend, den Arm um einen dürren Ast geschlungen, sah er dem Fortgehenden unverrückt nach, wie er durch den halbverwachsenen Steig glitt, mit den vorsichtigen weiten Schritten seines Metiers, so geräuschlos wie ein Fuchs die Hühnerstiege erklimmt.	2	0	0	2	0	0	false
413	Er schloß die Augen wieder; der Hund fuhr fort zu bellen und legte endlich seinem Herrn die kalte Schnauze ans Gesicht.	2	0	0	2	0	0	false
414	Sie warf sich vor dem Gutsherrn auf die Knie.	0	0	0	0	0	0	false
415	»Höre, Fritz, das Holz läßt unser Herrgott frei wachsen und das Wild wechselt aus eines Herren Lande in das andere; die können niemand angehören.	0	0	0	0	0	0	true
416	Brennt es?« rief Frau von S. und sank mit dem Gesichte auf den Stuhl.	0	0	1	0	0	0	true
417	– »Mutter, lügen die Förster?«	0	0	1	0	0	0	true
418	Er öffnete die Wimper halb und die Judenschrift fiel ihm ins Auge, sehr ausgewachsen, aber doch noch ganz kenntlich.	4	0	0	4	0	0	false
419	Der Förster schlug den bezeichneten Weg ein.	0	0	0	0	0	0	false
420	Die Türe ward aufgerissen und herein stürzte die Frau des Juden Aaron, bleich wie der Tod, das Haar wild um den Kopf, von Regen triefend.	0	0	0	0	0	0	false
421	Da blitze es noch einmal durchs Laub.	3	0	0	3	0	0	false
422	Was hast du denn?«	1	0	1	1	0	0	true
423	Mein Mann ist erschlagen!« und sank ohnmächtig zusammen.	0	0	1	0	0	0	true
424	Friedrich hatte seinen Vater auf dem Stroh gesehen, wo er, wie man sagt, blau und fürchterlich ausgesehen haben soll.	0	0	0	0	0	0	false
425	Hiebei sah Brandis, wie er so auf dem Rücken lag, in die Höhe, sprang dann mit einem Satze auf und wie besessen ins Gestrüpp hinein.	2	0	0	2	0	0	false
426	– »Laß mich in Ruh'!	2	0	1	0	0	0	true
427	Hier sank ein Zweig hinter ihm, dort einer; die Umrisse seiner Gestalt schwanden immer mehr.	6	1	0	4	0	0	false
428	»Gerechtigkeit!« rief sie, »Gerechtigkeit!	2	0	2	0	0	0	true
429	Doch das verstehst du noch nicht; jetzt geh in den Schoppen und hole mir Reisig.«	2	1	0	2	0	0	true
430	An der linken Schläfe war der blaue Fleck, sonst keine Verletzung zu finden.	1	0	0	1	0	0	false
431	Überhaupt hatte die Erinnerung an seinen Vater eine mit Grausen gemischte Zärtlichkeit in ihm zurückgelassen, wie denn nichts so fesselt, wie die Liebe und Sorgfalt eines Wesens, das gegen alles Übrige verhärtet scheint, und bei Friedrich wuchs dieses Gefühl mit den Jahren, durch das Gefühl mancher Zurücksetzung von seiten anderer.	3	0	0	3	0	0	false
432	– »Und du hast ihn nicht ab geschnitten, Esel?« rief der Baron.	0	0	1	0	0	0	true
433	Gereute es ihn vielleicht, den Förster nicht um Verschweigung seiner Angaben gebeten zu haben?	3	0	1	1	0	0	false
434	Es war ein Stahlknopf seines Jagdrocks; nun war er fort.	1	0	0	1	0	0	false
435	Es war nur zu wahr, und die nachfolgende Untersuchung bewies, daß der Jude Aaron durch einen Schlag an die Schläfe mit einem stumpfen Instrumente, wahrscheinlich einem Stabe, sein Leben verloren hatte, durch einen einzigen Schlag.	1	0	0	1	0	0	false
436	Aber davon erzählte er nie und schien ungern daran zu denken.	2	0	0	2	0	0	false
437	Friedrichs Gesicht hatte während dieses allmähligen Verschwindens den Ausdruck seiner Kälte verloren und seine Züge schienen zuletzt unruhig bewegt.	1	0	0	1	0	0	false
438	Totenbleich kam er auf dem Schlosse an: in der Judenbuche hänge ein Mensch; er habe die Beine gerade über seinem Gesichte hängen sehen.	1	0	0	1	0	0	false
439	Aaron war vor drei Tagen am Nachmittage ausgegangen, um Vieh zu kaufen, und hatte dabei gesagt, er werde wohl über Nacht ausbleiben, da noch einige böse Schuldner in B. und S. zu mahnen seien.	4	1	0	2	0	0	false
440	Es ist gewöhnlich in jenen Gegenden, den Verunglückten die Ruhe im Grabe abzusprechen.	0	0	0	0	0	0	false
441	Ich glaubte anfangs, es seien die Pilze.«	1	0	0	1	0	0	true
442	»Es ist zu spät,« sagte er vor sich hin und griff nach seinem Hute.	0	0	0	0	0	0	true
443	In diesem Falle werde er in B. beim Schlächter Salomon übernachten.	0	0	0	0	0	0	false
444	Die Aussagen der Jüdin und ihres Knechtes Samuel lauteten so:	1	0	0	1	0	0	false
445	Es war ihm äußerst empfindlich, wenn, solange er Kind war, jemand des Verstorbenennicht allzu löblich gedachte; ein Kummer, den ihm das Zartgefühl der Nachbarn nicht ersparte.	1	0	0	1	0	0	false
446	Er ging einige Schritte voran, blieb dann stehen.	1	0	0	1	0	0	false
447	– »Herr,« keuchte Brandis, »wenn Ew. Gnaden dagewesen wären, so wüßten Sie wohl, daß der Mensch nicht mehr lebt.	5	1	0	3	0	0	true
448	Sie waren unter der Buche angelangt.	0	0	0	0	0	0	false
449	Es war der Förster, der den Flintenstein schärfte.	0	0	0	0	0	0	false
450	Beim Juden Salomon wußte man nichts von Aaron; er war garnicht da gewesen.	2	0	0	2	0	0	false
451	Seitdem trieb er seiner Mutter Kühe allein an das andere Ende des Tales, wo man ihn oft stundenlang in derselben Stellung im Grase liegen und den Thymian aus dem Boden rupfen sah.	2	0	0	2	0	0	false
452	Der alte Mergel war das Gespenst des Brederholzes geworden; einen Betrunkenen führte er als Irrlicht bei einem Haar in den Zellerkolk (Teich); die Hirtenknaben, wenn sie nachts bei ihren Feuern kauerten und die Eulen in den Gründen schrieen, hörten zuweilen in abgebrochenen Tönen ganz deutlich dazwischen sein: »Hör mal an, feins Lieseken,« und ein unprivilegierter Holzhauer, der unter der breiten Eiche eingeschlafen und dem es darüber Nacht geworden war, hatte beim Erwachen sein geschwollenes blaues Gesicht durch die Zweige lauschen sehen.	4	0	0	4	0	0	true
453	Ein leises Picken im Gebüsche, nicht zwanzig Schritte von ihm.	0	0	0	0	0	0	false
454	Dennoch trieb der Gutsherr zur größten Eile und zog selbst mit hinaus.	2	0	0	2	0	0	false
455	Als er am folgenden Tage nicht heimkehrte, war seine Frau sehr besorgt geworden und hatte sich endlich heute um drei nachmittags in Begleitung ihres Knechtes und des großen Schlächterhundes auf den Weg gemacht.	6	1	0	4	0	0	false
456	Friedrich mußte von andern Knaben vieles darüber hören; dann heulte er, schlug um sich, stach auch einmal mit seinem Messerchen und wurde bei dieser Gelegenheit jämmerlich geprügelt.	3	0	0	3	0	0	false
457	– »Nein!« sagte er dann mit entschlossenem Tone, raffte seine Siebensachen zusammen und trieb das Vieh eilfertig die Schlucht entlang.	1	1	1	1	0	0	true
458	Nur zwei hatten ihn gesehen, und zwar an demselben Tage, an welchem er ausgegangen.	2	0	0	2	0	0	false
459	Simon Semmler war ein kleiner, unruhiger, magerer Mann mit vor dem Kopf liegenden Fischaugen und überhaupt einem Gesicht wie ein Hecht, ein unheimlicher Geselle, bei dem dicktuende Verschlossenheit oft mit ebenso gesuchter Treuherzigkeit wechselte, der gern einen aufgeklärten Kopf vorgestellt hätte und statt dessen für einen fatalen, Händel suchenden Kerl galt, dem jeder um so lieber aus dem Wege ging, je mehr er in das Alter trat, wo ohnehin beschränkte Menschen leicht an Ansprüchen gewinnen, was sie an Brauchbarkeit verlieren.	8	0	0	8	0	0	false
460	Um Mittag saß Frau Margreth am Herd und kochte Tee.	0	0	0	0	0	0	false
461	– »Gott, es ist Johannes!	2	0	1	0	0	0	true
462	Friedrich horchte.	0	0	0	0	0	0	false
463	»Ich sehe nichts,« sagte Herr von S. – »Hierher müssen Sie treten, hierher, an diese Stelle!«	1	0	1	1	0	0	true
464	Nun waren sie zu allen Bauern gegangen, von denen sie wußten, daß Aaron einen Handel mit ihnen im Auge hatte.	1	0	0	1	0	0	false
465	Er war zwölf Jahre alt, als seine Mutter einen Besuch von ihrem jüngern Bruder erhielt, der in Brede wohnte und seit der törichten Heirat seiner Schwester ihre Schwelle nicht betreten hatte.	0	0	0	0	0	0	false
466	– Wirklich, dem war so: der Gutsherr erkannte seine eigenen abgetragenen Schuhe.	1	0	0	1	0	0	true
467	Die große Angst trieb das Weib nach Haus, wo sie ihren Mann wiederzufinden eine schwache Hoffnung nährte.	0	0	0	0	0	0	false
468	»Simon, bist du da?« sagte sie, und zitterte, daß sie sich am Stuhle halten mußte.	1	0	1	1	0	0	true
469	Margreth sah schweigend und trübe in das siedende Wasser.	0	0	0	0	0	0	false
470	– So – nun herunter!	4	0	1	2	0	0	true
471	Es war darüber sehr spät geworden.	1	0	0	1	0	0	false
472	Dennoch freute sich die arme Margreth, die sonst keinen der Ihrigen mehr am Leben hatte.	3	0	0	3	0	0	false
473	– Setzt die Leiter an!	2	0	1	0	0	0	true
474	– Friedrich war krank heimgekommen, er klagte über heftige Kopfschmerzen und hatte auf ihre besorgte Nachfrage erzählt, wie er sich schwer geärgert über den Förster; kurz den ganzen eben beschriebenen Vorgang, mit Ausnahme einiger Kleinigkeiten, die er besser fand, für sich zu behalten.	3	1	0	1	0	0	true
475	Simon betrachtete sie ernst und reichte ihr die Hand:	0	0	0	0	0	0	false
476	Sollte wohl eine Krankheit im Anzuge sein?	5	1	1	1	0	0	false
477	Laßt ihn nicht fallen!	2	0	1	0	0	0	false
478	Es ist der Stab ihres Mannes, und fast im selben Augenblicke bricht der Hund durchs Gebüsch und trägt etwas im Maule:	1	0	0	1	0	0	false
479	»Du bist alt geworden, Margreth!«	0	0	1	0	0	0	true
480	So waren sie im Brederholz vom Gewitter überfallen worden und hatten unter einer großen, am Berghange stehenden Buche Schutz gesucht; der Hund hatte unterdessen auf eine auffallende Weise umhergestöbert und sich endlich, trotz allem Locken, im Walde verlaufen.	3	0	0	3	0	0	false
481	»Willst du sehen, wie es mir geht und meinem schmutzigen Jungen?« –	0	0	1	0	0	0	true
482	– Sacht, sacht!	2	0	1	0	0	0	true
483	Sie war es wohl gewohnt, ihren Sohn mitunter klagen zu hören, aber heute kam er ihr so angegriffen vor, wie sonst nie.	10	2	0	6	0	0	false
484	Mit einemmale sieht die Frau beim Leuchten des Blitzes etwas Weißes neben sich im Moose.	1	0	0	1	0	0	false
485	»Mutter!« rief Friedrich aus der Kammer.	0	0	1	0	0	0	true
486	Macht dennoch die Schlinge auf und die Halsbinde.«	1	0	0	1	0	0	true
487	Nicht lange, so ist in einem mit dürrem Laube gefüllten Graben der Leichnam des Juden gefunden.	2	0	0	2	0	0	false
488	»Es ist mir derweil oft bitterlich gegangen mit allerlei Schicksalen.«	2	0	0	2	0	0	true
489	– Eine breite Narbe ward sichtbar; der Gutsherr fuhr zurück.	0	0	0	0	0	0	true
490	– Lieber Himmel, die Würmer sind schon daran!	5	1	1	1	0	0	true
491	Sie seufzte tief und ließ einen eben ergriffenen Holzblock fallen.	3	1	0	1	0	0	false
492	es ist der Schuh ihres Mannes.	0	0	0	0	0	0	false
493	– Margreth seufzte:	0	0	0	0	0	0	true
494	– »Aug' um Auge, Zahn um Zahn!« dies waren die einzigen Worte, die sie zuweilen hervorstieß.	1	0	1	1	0	0	true
495	Jetzt bist du alt und das Kind ist klein.	1	1	0	1	0	0	true
496	Dann   wandte er sich zu den Förstern:	1	0	0	1	0	0	false
497	– »Ach nein, ich weiß nicht, was du meinst.«	0	1	0	0	1	0	true
498	– »Was willst du?«	0	0	1	0	0	0	true
499	– Dies war die Angabe des Knechtes, von der Frau nur im allgemeinen unterstützt; ihre übergroße Spannung hatte nachgelassen und sie schien jetzt halb verwirrt oder vielmehr stumpfsinnig.	5	1	0	3	0	0	true
500	– »Ja, Mädchen, zu spät gefreit, hat immer gereut!	5	1	1	1	0	0	true
501	– »War das ein Schuß?«	0	0	1	0	0	0	true
502	– »Mein Gott!« sagte er; er beugte sich wieder über die Leiche, betrachtete die Narbe mit großer Aufmerksamkeit und schwieg eine Weile in tiefer Erschütterung.	1	0	1	1	0	0	true
503	Der Anklage bedurfte es nicht, da Herr von S. selbst Zeuge eines Auftritts gewesen war, der den dringendsten Verdacht auf ihn werfen mußte; zudem die Gespenstergeschichte von jenem Abende, das Aneinanderschlagen der Stäbe im Brederholz, der Schrei aus der Höhe.	1	0	0	1	0	0	false
504	Aber wenn ein altes Haus brennt, dann hilft kein Löschen.«	1	0	0	1	0	0	true
505	– Die Leiche ward auf dem Schindanger verscharrt.	0	0	0	0	0	0	true
506	Die Nachbarin trat herein und erzählte mit leisem Flüstern irgendeine unbedeutende Klatscherei, die Margreth ohne Teilnahme anhörte.	0	0	0	0	0	0	false
507	Da der Amtsschreiber gerade abwesend war, so betrieb Herr von S. selbst alles rascher, als sonst geschehen wäre.	4	0	0	4	0	0	false
508	In derselben Nacht noch wurden die Schützen aufgeboten, um Friedrich zu verhaften.	1	0	0	1	0	0	false
509	Jedes Ding hat seine Zeit.	0	0	0	0	0	0	false
510	– »Es pocht mir wohl nur so im Kopfe,« versetzte er.	3	1	0	3	0	0	true
511	»Es ist nicht recht, daß der Unschuldige für den Schuldigen leide; sagt es nur allen Leuten: der da« – er deutete auf den Toten – »war Friedrich Mergel.«	2	0	0	2	0	0	true
512	Die hebräische Schrift an dem Baume heißt:	0	0	0	0	0	0	false
513	– »Mutter!« rief Friedrich.	0	0	1	0	0	0	true
514	Der Gutsherr selber pochte an; es währte kaum eine Minute, bis geöffnet ward und Margreth völlig gekleidet in der Türe erschien.	3	0	0	3	0	0	false
515	– »Ei nun so ziemlich, und dabei fromm.«	3	0	0	3	0	0	true
516	– Über Margreths vergrämtes Gesicht flog eine Flamme so rot wie Blut.	1	0	0	1	0	0	true
517	Dann ging sie.	1	0	0	1	0	0	false
518	Dies hat sich nach allen Hauptumständen wirklich so begeben im September des Jahrs 1788. –	1	0	0	1	0	0	true
519	Dennoch begann die Dämmerung bereits anzubrechen, bevor die Schützen so geräuschlos wie möglich das Haus der armen Margreth umstellt hatten.	3	0	0	3	0	0	false
520	»Aber ich höre, dein Junge ist schlau und gewichst,« fuhr Simon fort.	0	0	0	0	0	0	true
521	»Was erzählte die Hülsmeyer?«	0	0	1	0	0	0	true
522	»Wo ist Friedrich?« fragte er mit unsicherer Stimme.	0	0	1	0	0	0	true
523	Aber er ist still und nachdenklich, nicht wahr?	2	0	1	0	0	0	false
524	– »Ach gar nichts, Lügen, Wind!«	1	0	1	1	1	0	true
525	Margreth ging zu ihm hinein.	0	0	0	0	0	0	false
526	»Wenn du dich diesem Orte nahest, so wird es dir ergehen, wie du mir getan hast.«	1	0	0	1	0	0	true
527	Herr von S. fuhr zurück; er hätte sie fast nicht erkannt, so blaß und steinern sah sie aus.	2	0	0	2	0	0	false
528	– »Hum, 's hat mal einer eine Kuh gestohlen, der hieß auch Fromm.	2	0	0	2	0	0	true
529	Der Gutsherr zögerte noch einen Augenblick.	1	0	0	1	0	0	false
530	– »Er ist ein eigenes Kind,« sagte Margreth wie für sich; »es ist nicht gut.« – Simon lachte hell auf:	0	0	0	0	0	0	true
531	– »Von der Gretchen Siemers; du weißt ja wohl die alte Geschichte; und ist doch nichts Wahres dran.« – Friedrich legte sich wieder hin.	4	2	0	4	0	0	true
532	– »Sucht ihn,« antwortete sie und setzte sich auf einen Stuhl.	0	0	0	0	0	0	true
533	Er läuft nicht mit den andern Buben?«	0	0	1	0	0	0	true
534	– Friedrich richtete sich auf.	0	0	0	0	0	0	true
535	Das wird ihnen der Bursche schon wieder bezahlen.	4	1	0	2	0	0	false
536	Margreth saß am Herde; sie spann und dachte wenig Erfreuliches.	0	0	0	0	0	0	false
537	Erwar nicht da, aber das Bett noch warm.	3	0	0	3	0	0	false
538	Hülsmeyer war neulich bei mir; der sagte, es ist ein Junge wie 'n Reh.«	1	0	0	1	0	0	true
539	»Herein, herein!« sagte er dann barsch; »worauf warten wir?«	1	0	2	1	0	0	true
540	»Dein Junge ist scheu, weil ihn die andern ein paarmal gut durchgedroschen haben.	1	0	0	1	0	0	true
541	»Ich will sehen, ob ich schlafen kann,« sagte er.	0	0	0	0	0	0	true
542	Man trat in Friedrichs Kammer.	0	0	0	0	0	0	false
543	– »Guten Tag, Frau Mergel,« sagte er; »könnt Ihr mir einen Trunk Milch geben?	2	0	1	0	0	0	true
544	Einige gingen in den Garten, sahen hinter den Zaun und in die Apfelbäume hinauf; er war nicht zu finden.	0	0	0	0	0	0	false
545	Der armen Margreth ward selten so wohl, jedermann nannte ihren Jungen tückisch und verschlossen.	4	1	0	2	0	0	false
546	Im Dorfe schlug es halb zwölf; die Türe klinkte und der Gerichtsschreiber Kapp trat herein.	0	0	0	0	0	0	false
547	Man stieg auf den Söller, in den Keller, stieß ins Stroh, schaute hinter jedes Faß, sogar in den Backofen; er war nicht da.	2	0	0	2	0	0	false
548	Welcher Mutter geht das Herz nicht auf, wenn sie ihr Kind loben hört?	2	0	1	0	0	0	false
549	»Gebt den Schlüssel zu jenem Koffer.«	0	0	0	0	0	0	true
550	»Ja, gottlob, er hat gerade Glieder.«	2	1	0	2	0	0	true
551	Sie war gerade beschäftigt, einen Teller hervorzulangen und überhörte die Frage.	1	0	0	1	0	0	false
552	Ich komme von M.« – Als Frau Mergel das Verlangte brachte, fragte er:	0	0	0	0	0	0	true
553	– »Entwischt!« sagte der Gutsherr mit sehr gemischten Gefühlen: der Anblick der alten Frau wirkte gewaltig auf ihn.	1	0	1	1	0	0	true
554	Die Tränen traten ihr in die Augen.	0	0	0	0	0	0	false
555	»Wo ist Friedrich?«	0	0	1	0	0	0	true
556	– »Gebt den Schlüssel!« wiederholte der Gutsherr, und merkte jetzt erst, daß der Schlüssel steckte.	4	1	1	2	0	0	true
557	– »Er hat viel von dir, Simon, viel.«	1	0	0	1	0	0	true
558	»Wißt Ihr wohl,« sagte er dann, »daß die Blaukittel in dieser Nacht wieder im Masterholze eine ganze Strecke so kahl gefegt haben, wie meine Hand?«	4	1	1	4	0	0	true
559	Der Inhalt des Koffers kam zum Vorschein: des Entflohenen gute Sonntagskleider und seiner Mutter ärmlicher Staat; dann zwei Leichenhemden mit schwarzen Bändern, das eine für einen Mann, das andere für eine Frau gemacht.	1	0	0	1	0	0	false
560	– Margreth antwortete nicht.	0	0	0	0	0	0	true
561	– »Wie sieht er aus?« fuhr Simon fort.	0	0	1	0	0	0	true
562	Er trank zögernd und in kurzen Absätzen.	0	0	0	0	0	0	false
563	»Die Schandbuben,« fuhr der Schreiber fort, »ruinieren alles; wenn sie noch Rücksicht nähmen auf das junge Holz, aber Eichenstämmchen wie mein Arm dick, wo nicht einmal eine Ruderstange drin steckt!	6	0	1	4	0	0	true
564	Ganz zu unterst auf dem Boden des Koffers lag die silberne Uhr und einige Schriften von sehr leserlicher Hand, eine derselben von einem Manne unterzeichnet, den man in starkem Verdacht der Verbindung mit den Holzfrevlern hatte.	2	0	0	2	0	0	false
565	An der Schule soll er sich wohl nicht verbrennen.	3	1	0	1	0	0	false
566	Simon lachte:	0	0	0	0	0	0	false
567	– »Ei, du frommer Gott!« versetzte sie gleichgültig.	0	0	1	0	0	0	true
568	Herr von S. war tief erschüttert.	0	0	0	0	0	0	false
569	»Ei, das muß ein rarer Kerl sein, ich werde alle Tage schöner.	0	0	0	0	0	0	true
570	– »Es ist schade!« sagte Margreth.	0	0	1	0	0	0	true
571	Im Schlosse angelangt, fand der Gutsherr den Amtsschreiber, der schon am vorigen Abend heimgekommen war und behauptete, die ganze Geschichte verschlafen zu haben, da der gnädige Herr nicht nach ihm geschickt.	3	1	0	1	0	0	false
572	Ebenso gut.	1	0	0	1	0	0	false
573	Der Amtsschreiber hatte getrunken und ging noch immer nicht.	2	0	0	2	0	0	false
574	Es ist, als ob ihnen andrer Leute Schaden ebenso lieb wäre wie ihr Profit!«	1	0	1	1	0	0	true
575	Herr von S. nahm sie mit zur Durchsicht, und man verließ das Haus, ohne daß Margreth ein anderes Lebenszeichen von sich gegeben hätte, als daß sie unaufhörlich die Lippen nagte und mit den Augen zwinkerte.	0	0	0	0	0	0	false
576	Du läßt ihn die Kühe hüten?	2	0	1	0	0	0	true
577	»War denn nicht irgendein altes Weib im Dorfe, das Ihrer Magd die Sache erzählte?	3	0	1	1	0	0	true
578	Aber wo hütet er?	2	0	1	0	0	0	false
579	»Habt Ihr nichts von Brandis gehört?« fragte er plötzlich.	0	0	1	0	0	0	true
580	– »Sie kommen immer zu spät,« sagte Herr von S. verdrießlich.	1	0	0	1	0	0	true
581	Es ist doch nicht halb wahr, was der Magister sagt.	1	0	0	1	0	0	false
582	Er schien etwas auf dem Herzen zu haben.	0	0	0	0	0	0	false
583	im Roderholze?	2	0	1	0	0	0	false
584	– »So wißt Ihr nicht, was ihm begegnet ist?«	1	0	1	1	0	0	true
585	– »Schöne Polizei!« murmelte der Gutsherr, »jede alte Schachtel im Dorf weiß Bescheid, wenn es recht geheim zugehen soll.«	1	0	1	1	0	0	true
586	im Teutoburger Wald?	2	0	1	0	0	0	false
587	Und warum weckte man Sie dann nicht?«	1	0	1	1	0	0	true
588	Im Telgengrund?	2	0	1	0	0	0	false
589	– »Nichts; er kommt niemals hier ins Haus.«	2	1	0	2	0	0	true
590	– »Gnädiger Herr,« versetzte Kapp, »allerdings hat meine Anne Marie den Handel um eine Stunde früher erfahren als ich; aber sie wußte, daß Ihre Gnaden die Sache selbst leiteten, und dann,« fügte er mit klagender Miene hinzu, »daß ich so todmüde war.«	4	0	0	4	0	0	true
591	– »Er ist tot!«	0	0	1	0	0	0	true
592	»Das müßte wahrhaftig ein dummer Teufel von Delinquenten sein, der sich packen ließe!«	0	0	1	0	0	0	true
593	– »Die ganzen Nächte durch; aber wie meinst du das?«	0	0	1	0	0	0	true
594	– »Was denn?« fragte Margreth gespannt.	1	0	1	1	0	0	true
595	Dann fuhr er heftig fort:	1	0	0	1	0	0	false
596	auch des Nachts und früh?«	2	0	1	2	0	0	true
597	– »Mein Fuhrmann hatte sich in der Nacht verirrt,« hob der Amtsschreiber wieder an; »über eine Stunde lang hielten wir im Walde; es war ein Mordwetter; ichdachte, der Wind werde den Wagen umreißen.	1	0	0	1	0	0	true
598	»Ei, da kommt der Gesell!	3	0	1	1	0	0	true
599	Er ging ja noch heute morgen ganz gesund hier vorüber mit der Flinte auf dem Rücken!«	7	4	1	7	0	0	true
600	– »Tot!« rief sie, »was, tot?	2	0	2	0	0	0	true
601	Beide schwiegen eine Weile.	0	0	0	0	0	0	false
602	Simon schien dies zu überhören; er reckte den Hals zur Türe hinaus.	0	0	0	0	0	0	false
603	Um Gotteswillen!	2	0	1	0	0	0	false
604	Da sagte der Kutscher: wenn wir nur nicht den Steinbrüchen zu nahe kommen!	4	0	1	2	0	0	true
605	er schlenkert gerade so mit den Armen wie dein seliger Mann.	2	0	0	2	0	0	false
606	Vor einer Viertelstunde wurde die Leiche ins Dorf gebracht.«	0	0	0	0	0	0	true
607	Mir war selbst bange; ich ließ halten und schlug Feuer, um wenigstens etwas Unterhaltung an meiner Pfeife zu haben.	2	0	0	2	0	0	true
608	Endlich, als der Regen nachließ, fahren wir in Gottes Namen darauf los, immer in das Zellerfeld hinein, ohne eine Hand vor den Augen zu sehen.	2	0	0	2	0	0	true
609	Vaterssohn!	2	0	1	0	0	0	false
610	– »Er ist tot,« wiederholte der Schreiber, sie scharf fixierend; »von den Blaukitteln erschlagen.	0	0	0	0	0	0	true
611	– »Gott im Himmel, geh nicht mit ihm ins Gericht!	2	0	1	0	0	0	true
612	Ew. Gnaden mögen glauben, daß mir fatal zu Mut wurde.	0	0	0	0	0	0	true
613	In der Mutter Züge kam ein heimliches, stolzes Lächeln; ihres Friedrichs blonde Locken und Simons rötliche Bürsten!	2	0	1	0	0	0	false
614	Und schau mal an!	2	0	1	0	0	0	false
615	Margreth schlug die Hände zusammen.	0	0	0	0	0	0	false
616	Mit einemmale hörten wir ganz nah, perpendikulär unter uns die Glocke schlagen.	2	0	0	2	0	0	true
617	Wahrhaftig, der Junge hat meine blonden Haare!«	1	0	1	1	0	0	true
618	– »Mit ihm!« rief der Amtsschreiber, »mit dem verfluchten Mörder, meint Ihr?«	0	0	2	0	0	0	true
619	So stand ich, in Kot und Regen, ohne mich zu rühren, bis es gottlob sehr bald anfing zu dämmern.	4	0	0	4	0	0	true
620	Doch ging alles über Erwarten gut; Friedrich zeigte sich weder verstockt, noch frech, vielmehr etwas blöde und sehr bemüht, dem Ohm zu gefallen.	4	0	0	4	0	0	false
621	Aus der Kammer drang ein schweres Stöhnen.	0	0	0	0	0	0	false
622	Er wußte nicht, was er tat!«	0	0	1	0	0	0	true
623	Ich sprang aus dem Wagen, denn seinen eigenen Beinen kann man trauen, aber denen der Pferde nicht.	0	0	0	0	0	0	true
624	Ohne zu antworten, brach sie einen Zweig von der nächsten Hecke und ging ihrem Sohne entgegen, scheinbar, eine träge Kuh anzutreiben, im Grunde aber, ihm einige rasche, halbdrohende Worte zuzuraunen; denn sie kannte seine störrische Natur, und Simons Weise war ihr heute einschüchternder vorgekommen als je.	5	1	0	3	0	0	false
625	dicht an der Heerser Tiefe und den Turm von Heerse gerade unter uns.	1	0	0	1	0	0	true
626	Margreth ließ sich geduldig auseinandersetzen, wie groß der Vorteil, wie gering die Entbehrung ihrerseits bei dem Handel sei.	1	0	0	1	0	0	false
627	Friedrich saß aufrecht im Bette, das Gesicht in die Hände gedrückt und ächzte wie ein Sterbender.	0	0	0	0	0	0	false
628	Und wo hielten wir?	2	0	1	0	0	0	true
629	So kam es denn dahin, daß nach einer halbstündigen Unterredung Simoneine Art Adoption des Knaben in Vorschlag brachte, vermöge deren er denselben zwar nicht gänzlich seiner Mutter entziehen, aber doch über den größten Teil seiner Zeit verfügen wollte, wofür ihm dann am Ende des alten Junggesellen Erbe zufallen solle, das ihm freilich ohnedies nicht entgehen konnte.	8	0	0	8	0	0	false
630	Margreth eilte hin und der Schreiber folgte ihr.	0	0	0	0	0	0	false
631	Doch sie schwieg und gab sich in alles.	0	0	0	0	0	0	false
632	– »Wie ist dir?« wiederholte der Amtsschreiber.	0	0	1	0	0	0	true
633	Er hatte unterdessen die mitgenommenen Papiere durchgesehen.	1	0	0	1	0	0	false
634	Nur bat sie den Bruder, streng, doch nicht hart gegen den Knaben zu sein.	2	0	0	2	0	0	false
635	Wären wir noch zwanzig Schritt weiter gefahren, wir wären alle Kinder des Todes gewesen.«	2	0	0	2	0	0	true
636	Sie wußte am besten, was eine kränkliche Witwe an der Hülfe eines zwölfjährigen Knaben entbehrt, den sie bereits gewöhnt hat, die Stelle einer Tochter zu ersetzen.	1	0	0	1	0	0	false
637	– »Friedrich, wie ist dir?« sagte die Mutter.	0	0	1	0	0	0	true
638	– »Das war in der Tat kein Spaß,« versetzte der Gutsherr, halb versöhnt.	0	0	0	0	0	0	true
639	– »Was fehlt ihm?«	0	0	1	0	0	0	true
640	– »Ich hätte nicht gedacht,« murmelte er, »daß die Mergels so tief drinsteckten.«	1	0	0	1	0	0	true
641	Simon nickte schlau mit dem Kopf: »Laß mich nur gewähren, wir wollen uns schon vertragen, und weißt du was?	4	1	1	2	0	0	true
642	– »O mein Leib, mein Kopf!« jammerte er.	0	0	1	0	0	0	true
643	Es waren Mahnbriefe um geliehene Gelder, die meisten von Wucherern.	0	0	0	0	0	0	false
644	»Er ist gut,« sagte sie, »aber ich bin eine einsame Frau; mein Kind ist nicht, wie einer, über den Vaterhand regiert hat.«	0	0	0	0	0	0	true
645	– »Ach Gott, die denkt jetzt daran nicht!«	1	1	1	1	1	0	true
646	Komm, Fritzchen, zieh deine Holzschuh' an!«	0	0	1	0	0	0	true
647	– »Nein, nein,« ächzte er, »es ist nur Kolik, es wird schon besser.«	2	3	0	2	0	0	true
648	– »Ach, Gott weiß es,« versetzte sie; »er ist schon um vier mit den Kühen heimgekommen, weil ihm so übel war.	4	1	0	2	1	0	true
